Unnamed: 0.1,Unnamed: 0,family,genus,species,common_name,wagner_pg_number,description,infraspecific_epithet,stem_hair_type,phyllotaxy_type,leaf_hair_description,leaf_hair_upper_description,leaf_hair_lower_description,breeding_type,inflorescence_type,ray_color,floret_color,spathe_color,perianth_outer_color,perianth_inner_color,perianth_color,labellum_color,corolla_type,staminate_corolla_type,pistillate_corolla_type,corolla_color,fruit_type,ploidy,chromosome_number,average_chromosome_number,origin,status,life_form_type,leaf_type,leaf_margin_type,leaf_shape_type,juvenile_leaf_type,juvenile_leaf_margin_type,juvenile_leaf_shape_type,leaflets_leaf_type,leaflets_leaf_margin_type,leaflets_leaf_shape_type,leaf_hair_type,leaf_hair_upper_type,leaf_hair_lower_type,juvenile_leaf_hair_type,island_type,hawaiian_name,stem_height,leaf_length,leaf_width,juvenile_leaf_length,juvenile_leaf_width,leaflets_leaf_length,leaflets_leaf_width,petioles,staminate_inflorescence_length,staminate_inflorescence_width,pistillate_inflorescence_length,pistillate_inflorescence_width,inflorescence_flower_length,inflorescence_flower_width,flower_length,flower_width,rachis_length,rachis_diameter,head_length,head_diameter,bur_length,tepal_length,staminate_tepal_length,pistillate_tepal_length,ray_length,ray_width,florets_length,involucre_length,involucre_width,staminate_involucre_length,pistilate_involucre_length,bract_length,bract_width,bract_lower_length,bract_outer_length,bracteoles_length,bracteoles_width,pedicel_length,pedicel_width,staminate_pedicel_width,pistillate_pedicel_width,pistillate_pedicel_length,hypanthium_length,hypanthium_width,peduncle_length,peduncle_width,staminate_peduncle_length,staminate_peduncle_width,pistillate_peduncle_length,pistillate_peduncle_width,spathe_length,spathe_width,spadix_length,perianth_length,perianth_width,perianth_outer_length,perianth_outer_width,perianth_inner_length,perianth_inner_width,perianth_tube_length,perianth_lobes_length,perianth_lobes_width,staminate_perianth_tube_length,pistillate_perianth_tube_length,pappus_length,umbellet_length,labellum_length,labellum_width,calyx_length,calyx_width,calyx_teeth_length,calyx_teeth_width,calyx_lobes_length,calyx_lobes_width,upper_calyx_length,lower_calyx_length,inner_calyx_lobes_length,inner_calyx_lobes_width,outer_calyx_lobes_length,outer_calyx_lobes_width,calyx_tube_length,calyx_tube_width,male_calyx_length,male_calyx_width,male_calyx_lobes_length,male_calyx_lobes_width,female_calyx_length,female_calyx_width,female_calyx_lobes_length,female_calyx_lobes_width,male_calyx_lobes_length_inner,male_calyx_lobes_length_outer,male_calyx_lobes_width_outer,male_calyx_tube_length,female_calyx_lobes_length_inner,female_calyx_lobes_length_outer,female_calyx_lobes_width_inner,female_calyx_lobes_width_outer,inner_calyx_length,outer_calyx_length,corolla_length,corolla_width,corolla_tube_length,corolla_tube_width,corolla_lobes_length,corolla_lobes_width,upper_corolla,lower_corolla,upper_corolla_lobes_length,lower_corolla_lobes_length,corolla_lip,staminate_corolla_length,pistillate_corolla_length,staminate_corolla_tube_length,staminate_corolla_tube_width,pistillate_corolla_tube_length,pistillate_corolla_tube_width,female_corolla_lobes_length,female_corolla_lobes_width,male_corrola_lobes_length,male_corrola_lobes_width,fruit_length,fruit_width,fruit_diameter,seeds_perfruit,seed_length,seed_width,seed_diameter,species_id
45,45,Agavaceae,Cordyline,fruticosa,"ti, ki",pg 1347-1349,['MONOCOTS'],,['NAN'],['ALTERNATE'],,,,['MONOECIOUS'],['PANICLE'],,,,,,,,['NAN'],,,,['NAN'],2n,ca. 152,152.0,['POLYNESIAN INTRODUCTION'],['NAN'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],set(),"{'exmin': nan, 'min': 2.0, 'max': 3.5, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 40.0, 'max': 80.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 8.0, 'max': 16.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 8.0, 'max': 16.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 10.0, 'max': 18.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 8.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Agavaceae_Cordyline_fruticosa
46,46,Agavaceae,Furcraea,foetida,Mauritius hemp,pg 1350,['MONOCOTS'],,['NAN'],['ALTERNATE'],,,,['MONOECIOUS'],['NAN'],,,,,,,,['NAN'],,,,['NAN'],2n,"18, 34, 60",37.3333333,['NATURALIZED'],['NAN'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],{'Malina'},,"{'exmin': nan, 'min': 200.0, 'max': 250.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 14.0, 'max': 20.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 14.0, 'max': 20.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 6000.0, 'max': 12000.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 25.0, 'max': 33.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Agavaceae_Furcraea_foetida
47,47,Agavaceae,Pleomele,aurea,hala pepe,pg 1351-1353,['MONOCOTS'],,['NAN'],['ALTERNATE'],,,,['MONOECIOUS'],['PANICLE'],,,,,,Yellow,,['NAN'],,,,['BERRY'],,,,['ENDEMIC'],['NAN'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"{'Hala_pepe', 'ieie'}","{'exmin': nan, 'min': 6.0, 'max': 12.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 50.0, 'max': 57.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.7, 'max': 3.4, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 1.7, 'max': 3.4, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 6.0, 'max': 11.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 160.0, 'max': 250.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 42.0, 'max': 46.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 1.2, 'max': 1.7, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': 0.6, 'max': 0.7, 'unit': 'cm'}",,,Agavaceae_Pleomele_aurea
48,48,Agavaceae,Pleomele,fernaldii,hala pepe,pg 1351-1352,['MONOCOTS'],,['NAN'],['ALTERNATE'],,,,['MONOECIOUS'],['PANICLE'],,,,,,Greenish yellow or yellowish green,,['NAN'],,,,['BERRY'],,,,['ENDEMIC'],['NAN'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"{'Hala pepe, ieie'}","{'exmin': nan, 'min': 6.0, 'max': 8.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 17.0, 'max': 40.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.2, 'max': 2.3, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 1.2, 'max': 2.3, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 240.0, 'max': 440.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 4.0, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 80.0, 'max': 130.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 23.0, 'max': 30.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 0.8, 'max': 1.2, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': 0.4, 'max': 0.8, 'unit': 'cm'}",,,Agavaceae_Pleomele_fernaldii
49,49,Agavaceae,Pleomele,halapepe,hala pepe,pg 1351-1354,['MONOCOTS'],,['NAN'],['ALTERNATE'],,,,['MONOECIOUS'],['PANICLE'],,,,,,Pale greenish yellow to yellowish orange,,['NAN'],,,,['BERRY'],,,,['ENDEMIC'],['NAN'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"{'Hala pepe, ieie'}","{'exmin': nan, 'min': 5.0, 'max': 10.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 42.0, 'max': 70.0, 'exmax': 80.0, 'unit': 'cm'}","{'exmin': nan, 'min': 1.7, 'max': 4.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 1.7, 'max': 4.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 200.0, 'max': 400.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 7.0, 'max': 12.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 170.0, 'max': 220.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 50.0, 'max': 70.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 1.2, 'max': 1.7, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': 0.5, 'max': 0.6, 'unit': 'cm'}",,,Agavaceae_Pleomele_halapepe
50,50,Aizoaceae,Sesuvium,portulacastrum,"`akulikuli, sea-purslane",pg 176-178,['DICOTS'],,['GLABROUS (SMOOTH)'],['OPPOSITE'],,,,['MONOECIOUS'],['SOLITARY'],,,,,,,,['ABSENT'],,,,['CAPSULE'],2n,"16, 36, 48, ca.48*",33.3333333,['INDIGENOUS'],['NAN'],"['ANNUAL HERB', 'PERRENIAL HERB']",['SIMPLE'],[],[],[],[],[],[],[],[],[],[],[],[],[],{'`Akulikuli'},,"{'exmin': nan, 'min': 1.0, 'max': 4.0, 'exmax': 6.0, 'unit': 'cm'}","{'exmin': nan, 'min': 0.2, 'max': 1.5, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.2, 'max': 1.5, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 4.0, 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,"{'exmin': nan, 'min': 1.5, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 4.0, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,"{'min': 0.1, 'max': 0.15, 'exmax': nan, 'unit': 'cm'}",Aizoaceae_Sesuvium_portulacastrum
51,51,Aizoaceae,Trianthema,portulacastrum,no common name,pg 178-179,['DICOTS'],,"['GLABROUS (SMOOTH)', 'PUBERULENT']",['OPPOSITE'],glabrous to sparsely pubescent,,,['MONOECIOUS'],"['SOLITARY', 'CLUSTERS']",,,,,,,,['ABSENT'],,,,['NAN'],2n,"26, 28",27.0,['NATURALIZED'],['NAN'],['PERRENIAL HERB'],['SIMPLE'],[],[],[],[],[],[],[],[],[],[],[],[],[],set(),,"{'exmin': nan, 'min': 1.0, 'max': 2.0, 'exmax': 4.0, 'unit': 'cm'}","{'exmin': nan, 'min': 0.4, 'max': 2.0, 'exmax': 3.0, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.4, 'max': 2.0, 'exmax': 3.0, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 0.5, 'max': 2.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '4', 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,"{'min': 0.15, 'max': 0.2, 'unit': 'cm'}",,Aizoaceae_Trianthema_portulacastrum
52,52,Amaranthaceae,Achyranthes,aspera,,pg 180-181,['DICOTS'],aspera,['NAN'],['OPPOSITE'],subglabrous moderately or rarely densely strigose,,most hairs here,['MONOECIOUS'],['SPATHE/SPADIX'],,,,,,whitish or pale green to red or purple,,['NAN'],,,,['ACHENE'],2n,"14, 36, 42, 48, 84, 96",53.3333333,['NATURALIZED'],['NAN'],"['ANNUAL HERB', 'PERRENIAL HERB']",['SIMPLE'],[],"['ELLIPTIC', 'OBOVATE', 'ORBICULAR']",[],[],[],[],[],[],"['GLABROUS', 'STRIGOSE']",[],['S'],[],"['HAWAII', 'OAHU']",set(),"{'exmin': nan, 'min': 0.2, 'max': 2.0, 'exmax': nan, 'unit': 'm'}","{'exmin': 2.0, 'min': 3.0, 'max': 12.0, 'exmax': 16.0, 'unit': 'cm'}","{'exmin': nan, 'min': 1.3, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.3, 'max': 2.5, 'exmax': 3.0, 'unit': 'cm'}","{'exmin': 50.0, 'min': 80.0, 'max': 340.0, 'exmax': 400.0, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': 100.0, 'max': 450.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 7.0, 'exmax': 10.0, 'unit': 'mm'}",,,,,,,,,,"{'exmin': nan, 'min': 1.7, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,,"{'min': 1.5, 'max': 4.5, 'exmax': 6.0, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 75.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 7.0, 'exmax': 10.0, 'unit': 'mm'}","{'exmin': 10.0, 'min': 10.0, 'max': 10.0, 'exmax': 10.0, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 1.0, 'max': 3.0, 'exmax': 5.0, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Amaranthaceae_Achyranthes_aspera
53,53,Amaranthaceae,Achyranthes,aspera,no_common_name,pg 181,['DICOTS'],pubescens,['NAN'],['OPPOSITE'],,,,['MONOECIOUS'],['SPATHE/SPADIX'],,,,,,,,['NAN'],,,,['NAN'],2n,"14, 36, 42, 48, 84, 96",53.3333333,['NATURALIZED'],['NAN'],"['ANNUAL HERB', 'PERRENIAL HERB']",['SIMPLE'],[],"['ELLIPTIC', 'OBLONG']",[],[],[],[],[],[],"['GLABROUS', 'PILOSE', 'STRIGOSE']",[],"['G', 'P', 'T']",[],[],set(),"{'exmin': nan, 'min': 0.2, 'max': 2.0, 'exmax': nan, 'unit': 'm'}","{'exmin': 2.0, 'min': 3.0, 'max': 12.0, 'exmax': 16.0, 'unit': 'cm'}","{'exmin': nan, 'min': 1.3, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.3, 'max': 2.5, 'exmax': 3.0, 'unit': 'cm'}","{'exmin': 50.0, 'min': 80.0, 'max': 340.0, 'exmax': 401.0, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': 100.0, 'max': 450.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 4.0, 'max': 7.0, 'exmax': 10.0, 'unit': 'mm'}",,,,,,,,,,"{'exmin': nan, 'min': 1.7, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,,"{'min': 1.5, 'max': 4.5, 'exmax': 6.0, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 75.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 1.0, 'max': 3.0, 'exmax': 5.0, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Amaranthaceae_Achyranthes_aspera
54,54,Amaranthaceae,Achyranthes,mutica,no_common_name,pg 180-181,['DICOTS'],,"['PILOSE', 'GLABROUS (SMOOTH)']",['NAN'],"young leaves sparsely pilose, older leaves glabrate",,,['MONOECIOUS'],['SPIKE'],,,,,,,,['ABSENT'],,,,['NAN'],,,,['ENDEMIC'],['NAN'],['SHRUB'],['SIMPLE'],[],"['ELLIPTIC', 'OBLANCEOLATE', 'OBOVATE']",[],[],[],[],[],[],['GLABROUS'],[],[],['P'],"['HAWAII', 'KAUAI']",set(),"{'exmin': nan, 'min': 0.3, 'max': 0.6, 'exmax': nan, 'unit': 'm'}","{'exmin': 1.9, 'min': 3.2, 'max': 4.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': 0.8, 'min': 1.5, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.3, 'max': 1.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 4.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.0, 'max': 1.3, 'exmax': nan, 'unit': 'mm'}",,,,"{'min': 1.8, 'max': 2.3, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Amaranthaceae_Achyranthes_mutica
55,55,Amaranthaceae,Achyranthes,splendens,no common name,pg 180-182,['DICOTS'],splendens,['NAN'],['NAN'],,,,['MONOECIOUS'],['SPIKE'],,,,,,,,['ABSENT'],,,,['ACHENE'],2n,"76*, 78*",78.0,['ENDEMIC'],['NAN'],['SHRUB'],['SIMPLE'],[],"['ELLIPTIC', 'OBOVATE', 'ORBICULAR']",[],[],[],[],[],[],['STRIGOSE'],[],[],[],"['KAHOOLAWE', 'MOLOKAI', 'LANAI', 'OAHU']",set(),"{'exmin': nan, 'min': 0.5, 'max': 2.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 2.0, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.5, 'max': 7.3, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 30.0, 'max': 250.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': 1.5, 'max': 2.5, 'exmax': 3.0, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}",,,,"{'min': 4.0, 'max': 5.3, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 6.0, 'max': 34.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 1.5, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Amaranthaceae_Achyranthes_splendens
56,56,Amaranthaceae,Amaranthus,blitum,no common name,pg 185-188,['DICOTS'],polygonoides,['GLABROUS (SMOOTH)'],['ALTERNATE'],,,"at times, scattered multicellular hairs along the veins",['MONOECIOUS'],"['SPIKE', 'PANICLE']",,,,,,,,['ABSENT'],,,,['NAN'],2n,"16, 34",25.0,['NATURALIZED'],['NAN'],['ANNUAL HERB'],['SIMPLE'],[],['RHOMBIC'],[],[],[],[],[],[],['GLABROUS'],[],[],[],"['HAWAII', 'OAHU', 'KAUAI']",set(),"{'exmin': nan, 'min': 0.06, 'max': 0.6, 'exmax': 0.9, 'unit': 'm'}","{'exmin': nan, 'min': 1.0, 'max': 8.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.6, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.5, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,"{'exmin': nan, 'min': 0.6, 'max': 11.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.3, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.75, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 1.2, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': 0.1, 'max': 0.18, 'unit': 'cm'}",,,Amaranthaceae_Amaranthus_blitum
