,family,genus,species,common_name,wagner_pg_number,description,infraspecific_epithet,stem_hair_type,phyllotaxy_type,breeding_type,inflorescence_type,ray_color,floret_color,spathe_color,perianth_outer_color,perianth_inner_color,perianth_color,labellum_color,corolla_type,staminate_corolla_type,pistillate_corolla_type,corolla_color,fruit_type,ploidy,chromosome_number,average_chromosome_number,origin,status,life_form_type,leaf_type,leaf_margin_type,leaf_shape_type,juvenile_leaf_type,juvenile_leaf_margin_type,juvenile_leaf_shape_type,leaflets_leaf_type,leaflets_leaf_margin_type,leaflets_leaf_shape_type,leaf_hair_type,leaf_hair_upper_type,leaf_hair_lower_type,juvenile_leaf_hair_type,island_type,hawaiian_name,stem_height,leaf_length,leaf_width,juvenile_leaf_length,juvenile_leaf_width,leaflets_leaf_length,leaflets_leaf_width,petioles,staminate_inflorescence_length,staminate_inflorescence_width,pistillate_inflorescence_length,pistillate_inflorescence_width,inflorescence_flower_length,inflorescence_flower_width,flower_length,flower_width,rachis_length,rachis_diameter,head_length,head_diameter,bur_length,tepal_length,staminate_tepal_length,pistillate_tepal_length,ray_length,ray_width,florets_length,involucre_length,involucre_width,staminate_involucre_length,pistilate_involucre_length,bract_length,bract_width,bract_lower_length,bract_outer_length,bracteoles_length,bracteoles_width,pedicel_length,pedicel_width,pistillate_pedicel_length,hypanthium_length,hypanthium_width,peduncle_length,peduncle_width,spathe_length,spathe_width,spadix_length,perianth_length,perianth_width,perianth_outer_length,perianth_outer_width,perianth_inner_length,perianth_inner_width,perianth_tube_length,perianth_lobes_length,perianth_lobes_width,staminate_perianth_tube_length,pistillate_perianth_tube_length,pappus_length,umbellet_length,labellum_length,labellum_width,calyx_length,calyx_width,calyx_teeth_length,calyx_teeth_width,calyx_lobes_length,calyx_lobes_width,upper_calyx_length,lower_calyx_length,inner_calyx_lobes_length,inner_calyx_lobes_width,outer_calyx_lobes_length,outer_calyx_lobes_width,calyx_tube_length,calyx_tube_width,male_calyx_length,male_calyx_width,male_calyx_lobes_length,male_calyx_lobes_width,female_calyx_length,female_calyx_width,female_calyx_lobes_length,female_calyx_lobes_width,male_calyx_lobes_length_inner,male_calyx_lobes_length_outer,male_calyx_lobes_width_outer,male_calyx_tube_length,female_calyx_lobes_length_inner,female_calyx_lobes_length_outer,female_calyx_lobes_width_inner,female_calyx_lobes_width_outer,inner_calyx_length,outer_calyx_length,corolla_length,corolla_width,corolla_tube_length,corolla_tube_width,corolla_lobes_length,corolla_lobes_width,upper_corolla_length,lower_corolla_length,upper_corolla_lobes_length,lower_corolla_lobes_length,corolla_lip_length,staminate_corolla_length,pistillate_corolla_length,staminate_corolla_tube_length,staminate_corolla_tube_width,pistillate_corolla_tube_length,pistillate_corolla_tube_width,female_corolla_lobes_length,female_corolla_lobes_width,male_corolla_lobes_length,male_corolla_lobes_width,fruit_length,fruit_width,fruit_diameter,seeds_perfruit,seed_length,seed_width,seed_diameter,pistillate_peduncle_length,pistillate_peduncle_width,staminate_pedicel_length,staminate_peduncle_length,staminate_peduncle_width,species_key
10,Acanthaceae,Ruellia,brevifolia,,,Dicots,,,,,,,,,,,,,,,,,,,,,NATURALIZED,,['PERENNIAL_HERB'],['SIMPLE'],,,,,,,,,['HISPID'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acanthaceae_ruellia_brevifolia
11,Acanthaceae,Ruellia,simplex,,pg 172-174,Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,FUNNELFORM,,,Lavender,CAPSULE,2n,34,34,NATURALIZED,,['PERENNIAL_HERB'],['SIMPLE'],['NO TEETH'],"['LANCEOLATE', 'LINEAR', 'ELLIPTIC']",,,,,,,['GLABROUS'],,,,"['OAHU', 'KAUAI']",,"{'exmin': nan, 'min': 0.5, 'max': 1.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 8.0, 'max': 22.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.8, 'max': 1.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.0, 'max': 2.4, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': 8.0, 'max': 12.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 40.0, 'max': 45.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': 4.0, 'max': 20.0, 'exmax': None, 'unit': 'count'}",,,,,,,,,acanthaceae_ruellia_simplex
12,Acanthaceae,Ruellia,devosiana,,,Dicots,,,,,,,,,,,,,,,,"white basally, distally lilac with purple veins.",,,,,NATURALIZED,,['PERENNIAL_HERB'],['SIMPLE'],['TEETH'],"['ELLIPTIC', 'OBLONG']",['COMPOUND'],,,,,,,,,,['KAUAI'],,"{'exmin': nan, 'min': nan, 'max': 0.5, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 3.0, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.7, 'max': 1.4, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.5, 'max': 1.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 45.0, 'max': 50.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.0, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,acanthaceae_ruellia_devosiana
13,Acanthaceae,Ruellia,prostrata,,pg 172-174,Dicots,,,DECUSSATE,MONOECIOUS,,,,,,,,,FUNNELFORM,,,Violet blue to occasionally nearly white,CAPSULE,2n,"34, 44",39,NATURALIZED,,['PERENNIAL_HERB'],['SIMPLE'],['NO TEETH'],,,,,,,,['STRIGOSE'],['STRIGOSE'],,,"['HAWAII', 'MAUI', 'MOLOKAI', 'LANAI', 'OAHU', 'KAUAI']",,"{'exmin': nan, 'min': 0.25, 'max': 0.4, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 2.0, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': 0.9, 'min': 1.5, 'max': 4.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.5, 'max': 3.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 15.0, 'max': 23.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': 1.0, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': 1.0, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 6.0, 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 24.0, 'max': 32.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.5, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': 4.0, 'max': 20.0, 'exmax': None, 'unit': 'count'}",,,,,,,,,acanthaceae_ruellia_prostrata
14,Acanthaceae,Sanchezia,speciosa,,,Dicots,,,,,,,,,,,,,,,,,,,,,NATURALIZED,,['SHRUB'],,['TEETH'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': 6.0, 'max': 8.0, 'exmax': None, 'unit': 'count'}",,,,,,,,,acanthaceae_sanchezia_speciosa
15,Acanthaceae,Thunbergia,alata,black-eyed susan vine,pg 174-175,Dicots,,,,MONOECIOUS,,,,,,,,,TUBULAR,,,Orange or yellow with a dark purple throat,,2n,"18, 32",25,NATURALIZED,,['VINE'],['SIMPLE'],['TEETH'],"['HASTATE', 'DELTOID']",,,,,,,,,,,"['HAWAII', 'MAUI', 'MOLOKAI', 'KAUAI']",,"{'exmin': nan, 'min': 3.0, 'max': 5.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 4.5, 'max': 7.5, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.8, 'max': 3.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 2.0, 'max': 6.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 15.0, 'max': 20.0, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': None, 'min': 13.0, 'max': 35.0, 'exmax': None, 'unit': 'mm'}","{'exmin': None, 'min': 6.0, 'max': 20.0, 'exmax': None, 'unit': 'mm'}","{'exmin': 10.0, 'min': 15.0, 'max': 90.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.0, 'max': 6.0, 'exmax': 8.0, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': 4.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 15.0, 'max': 20.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 5.0, 'max': 12.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 3.0, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 10.0, 'max': 20.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': None, 'min': 12.0, 'max': 23.0, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 7.0, 'max': 9.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 8.0, 'max': nan, 'exmax': 11.0, 'unit': 'mm'}",,,,,"{'exmin': None, 'min': nan, 'max': 40.0, 'exmax': 60.0, 'unit': 'cm'}",,,,,,acanthaceae_thunbergia_alata
16,Acanthaceae,Thunbergia,fragrans,"white thunbergia, sweet clock-vine",pg 174-175,Dicots,,,DECUSSATE,MONOECIOUS,,,,,,,,,TUBULAR,,,White,,,,,NATURALIZED,,['VINE'],['SIMPLE'],['TEETH'],,,,,,,,,,,,"['HAWAII', 'MAUI', 'OAHU', 'KAUAI']",,,"{'exmin': nan, 'min': 4.0, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 3.0, 'max': 5.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.0, 'max': 4.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 13.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 12.0, 'max': 17.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 3.0, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 25.0, 'max': 30.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 2.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': nan, 'min': 15.0, 'max': 30.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': None, 'min': 20.0, 'max': 30.0, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 7.0, 'max': nan, 'exmax': 12.0, 'unit': 'mm'}",,,,"{'exmin': None, 'min': nan, 'max': 0.3, 'exmax': None, 'unit': 'cm'}","{'exmin': None, 'min': 0.5, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,acanthaceae_thunbergia_fragrans
17,Acanthaceae,Thunbergia,grandiflora,"Bengal trumpet, blue trumpet vine",pg 174-175,Dicots,,,,MONOECIOUS,,,,,,,,,TUBULAR,,,Blue or white,,2n,56,56,NATURALIZED,,['VINE'],['SIMPLE'],['TEETH'],,,,,,,,,,,,"['HAWAII', 'OAHU', 'KAUAI']",,,"{'exmin': '8', 'min': 11.0, 'max': 22.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 3.0, 'max': 15.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 3.0, 'max': 15.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 3.0, 'max': 7.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 25.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 10.0, 'max': 30.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': 20.0, 'max': 45.0, 'exmax': None, 'unit': 'mm'}","{'exmin': None, 'min': 10.0, 'max': 16.0, 'exmax': None, 'unit': 'mm'}","{'exmin': nan, 'min': 40.0, 'max': 120.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 20.0, 'max': 50.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 50.0, 'max': 75.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 20.0, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': nan, 'min': 25.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': None, 'min': 20.0, 'max': 25.0, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.7, 'max': 0.8, 'exmax': None, 'unit': 'cm'}",,,,,,,,acanthaceae_thunbergia_grandiflora
18,Acanthaceae,Thunbergia,laurifolia,purple allamanda,pg 174-175,Dicots,,,,MONOECIOUS,,,,,,,,,TUBULAR,,,Pale blue with a white or pale yellow throat,,2n,56,56,NATURALIZED,,['VINE'],['SIMPLE'],['NO TEETH'],['ELLIPTIC'],,,,,,,['GLABROUS'],,,['GLABROUS'],"['HAWAII', 'MAUI', 'LANAI', 'OAHU', 'KAUAI']",,"{'exmin': nan, 'min': 12.0, 'max': nan, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 8.0, 'max': 15.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.5, 'max': 5.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.5, 'max': 5.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,"{'exmin': nan, 'min': nan, 'max': 300.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 25.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 10.0, 'max': 30.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': 25.0, 'max': 40.0, 'exmax': None, 'unit': 'mm'}","{'exmin': None, 'min': 10.0, 'max': 20.0, 'exmax': None, 'unit': 'mm'}","{'exmin': nan, 'min': 20.0, 'max': 45.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': nan, 'max': 110.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 20.0, 'max': 50.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 30.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 20.0, 'max': 30.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': nan, 'min': 30.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': None, 'min': 30.0, 'max': 40.0, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 13.0, 'max': nan, 'exmax': 15.0, 'unit': 'mm'}",,,,"{'exmin': None, 'min': nan, 'max': 80.0, 'exmax': 120.0, 'unit': 'cm'}",,,,,,acanthaceae_thunbergia_laurifolia
19,Adiantaceae,Adiantum,capillus-veneris,maidenhair fern,,Ferns and fern allies,,,,,,,,,,,,,,,,,,,,,INDIGENOUS,,,,,,,,,,,,,,,,,{'`iwa`iwa'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adiantaceae_adiantum_capillus-veneris
20,Adiantaceae,Adiantum,concinnum,,,Ferns and fern allies,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adiantaceae_adiantum_concinnum
21,Adiantaceae,Adiantum,hispidulum,,,Ferns and fern allies,,,,,,,,,,,,,,,,,,,,,NATURALIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adiantaceae_adiantum_hispidulum
22,Adiantaceae,Adiantum,raddianum,,,Ferns and fern allies,,,,,,,,,,,,,,,,,,,,,NATURALIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adiantaceae_adiantum_raddianum
23,Adiantaceae,Adiantum,tenerum,,,Ferns and fern allies,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adiantaceae_adiantum_tenerum
24,Agavaceae,Agave,sisalana,"sisal, malina",pg 1347-1349,Monocots,,,ALTERNATE,POLYGAMO-DIOECIOUS or DIOECIOUS,,,,,,,,,,,,,CAPSULE,2n,"ca. 138, 149, 150",145.666667,NATURALIZED,,,,,,,,,,,,,,,,,{'Malina'},,"{'exmin': nan, 'min': nan, 'max': 150.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': nan, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': nan, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 4.5, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,agavaceae_agave_sisalana
25,Agavaceae,Cordyline,fruticosa,"ti, ki",pg 1347-1349,Monocots,,,ALTERNATE,MONOECIOUS,,,,,,,,,,,,,,2n,ca. 152,152,POLYNESIAN INTRODUCTION,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 3.5, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 40.0, 'max': 80.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 8.0, 'max': 16.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 8.0, 'max': 16.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 10.0, 'max': 18.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 8.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agavaceae_cordyline_fruticosa
26,Agavaceae,Furcraea,foetida,Mauritius hemp,pg 1350,Monocots,,,ALTERNATE,MONOECIOUS,,,,,,,,,,,,,,2n,"18, 34, 60",37.3333333,NATURALIZED,,,,,,,,,,,,,,,,,{'Malina'},,"{'exmin': nan, 'min': 200.0, 'max': 250.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 14.0, 'max': 20.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 14.0, 'max': 20.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,"{'exmin': nan, 'min': 6000.0, 'max': 12000.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 25.0, 'max': 33.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agavaceae_furcraea_foetida
27,Agavaceae,Phormium,tenax,New Zealand flax,pg 1350-1351,Monocots,,,ALTERNATE,MONOECIOUS,,,,,,,,,,,,,CAPSULE,2n,32,32,NATURALIZED,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 6.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 100.0, 'max': 300.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 5.0, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 5.0, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': None, 'min': 30.0, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,"{'exmin': nan, 'min': 4000.0, 'max': 5000.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 25.0, 'max': 50.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': 20.0, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.9, 'max': nan, 'exmax': 1.0, 'unit': 'mm'}",,,,,,,,,,agavaceae_phormium_tenax
28,Agavaceae,Pleomele,aurea,hala pepe,pg 1351-1353,Monocots,,,ALTERNATE,MONOECIOUS,,,,,,,Yellow,,,,,,BERRY,,,,ENDEMIC,,,,,,,,,,,,,,,,,"{'ieie', 'Hala_pepe'}","{'exmin': nan, 'min': 6.0, 'max': 12.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 50.0, 'max': 57.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.7, 'max': 3.4, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 1.7, 'max': 3.4, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 6.0, 'max': 11.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': 160.0, 'max': 250.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': 42.0, 'max': 46.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.2, 'max': 1.7, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': 0.6, 'max': 0.7, 'exmax': None, 'unit': 'cm'}",,,,,,,,agavaceae_pleomele_aurea
